valor,codigo
HOSPITAL ESCOLA DA UNIVERSIDADE FEDERAL DO TRIANGU,L2206595
HOSPITAL RAIMUNDO CAMPOS,2207664
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA APARECID,A2208040
HOSPITAL CURA D ARS,2208067
HOSPITAL MUNICIPAL DR CARLOS MARX,2208075
HOSPITAL NOSSA SENHORA MAE DA IGREJA DE PADRE PARA,I2208083
HPS DR MOZART GERALDO TEIXEIRA,2208156
HOSPITAL SANTA ROSALIA,2208172
CDT,2208199
CENTRO DE SAUDE FRANCISCO CARLOS MAGALHAES DE FREI,2208393
UNIDADE BASICA DE SAUDE MARIA MERCES GOMES,2208407
HOSPITAL ANTONIO MOREIRA DA COSTA STA RITA SAPUCAI,2208822
HOSPITAL SANTA RITA SANTA RITA DE CALDAS,2208830
HOSPITAL MUN FERRAZ E TORRES MARIA DA FE,2208849
HOSPITAL ESCOLA AISI ITAJUBA,2208857
HOSPITAL MUN CEL JOSE GOULART S BRUM NATERCIA,2208865
HOSPITAL MUNICIPAL DONA MARGARITA MORALES,2208873
HOSPITAL PEDRO SANCHES,2208903
PRONTO SOCORRO MUNICIPAL DOUTOR CARLOS AFONSO NUNE,S2209187
SANTA CASA DE MISERICORDIA NOSSA SENHORA DO PATROC,I2209195
CENTRO DE SAUDE DE CATUJI,2209446
CENTRO DE SAUDE DE BERTOPOLIS,2209632
POSTO DE SAUDE ALTO SAO JACINTO,2210126
UNIDADE MISTA DE SAUDE FLORIANO SANTANA,2210479
HOSPITAL PHILADELFIA,2210924
HOSPITAL SAO LUCAS,2211246
HOSPITAL MUNICIPAL DR RAIMUNDO GOBIRA,2211254
HOSPITAL E PRONTO SOCORRO MUNICIPAL RENATO AZEREDO,2211262
POSTO DE SAUDE DO ITEREREWENCESLAU BRAZ,2211351
POLICLINICA ALDO OLIVOTTI EXTREMA,2212269
PRONTO ATEND MUNICIPAL DE ANDRADAS,2212552
UBS DE TOLEDO,2212609
UBS ALCIDES PINTO MACAHIBA DELFIM MOREIRA,2213095
ASSOCIACAO HOSPITALAR DE JECEABA,2213516
AMBULATORIO E PRONTO ATENDIMENTO MUNICIPAL DE CARA,N2213648
HOSPITAL SANTANA DE GUARACIABA,2213958
ITABIRITO UNIDADE DE REFERENCIA VILA GONCALO,2213966
ITABIRITO HOSPITAL SAO VICENTE DE PAULO,2213982
ITABIRITO CLINICA MEDICA ARIANE,2213990
CENTRO MEDICO SAO JOAO POUSO ALEGRE,2214067
UBS SAO JOSE DO ALEGRE,2214288
UBS DE MARMELOPOLIS,2214326
POLICLINICA CENTRAL DR JOSE AYRES DE PAIVA,2214725
PRONTO ATEND MUN DE MONTE SIAO,2215020
PRONTO ATEND MUN DE BOM REPOUSO,2215039
UNIDADE MISTA JERONIMO TEODORO,2215268
UNIDADE BASICA DE SAUDE DE BIAS FORTES,2215500
HOSPITAL NOSSA SENHORA DAS DORES,2215586
UNIDADE BASICA DE SAUDE DE PEDRA DO ANTA,2216272
UNIDADE MUNICIPAL DE SAUDE NOSSA SENHORA DO CARMO,2218410
HOSPITAL CARLOS CHAGAS,2218690
UBS MONTE CASTELO PSF,2218755
HOSPITAL UNIVERSITARIO DA UFJF,2218798
UNIDADE MISTA DE ICARAI,2218925
HOSPITAL AROLDO TOURINHO,2219638
HOSPITAL DILSON GODINHO,2219646
HOSPITAL UNIVERSITARIO CLEMENTE DE FARIA,2219654
PRONTOCOR,2219662
PRONTOMENTE,2219670
UNIDADE BASICA DE SAUDE DE MARIPA DE MINAS,2219719
UNIDADE BASICA DE SAUDE MNS ROCHA,2219921
HOSPITAL SANTA HELENA,2220423
POLICLINICA SALINENSE,2220482
HOSPITAL SAO LUCAS,2221543
DEP DE URG E EMERG LESTE,2221616
HOSPITAL ANA NERY,2221756
CASA DE SAUDE DR ARAGAO VILLAR LTDA,2221764
CASA DE SAUDE HTO,2221772
SANTA CASA DE MISERICORDIA DE PERDOES,2221985
HOSPITAL MUNICIPAL,2222043
POSTO 24 HORAS DE XANGRILA,2224356
SECRETARIA DA SAUDE DE ARAMBARE,2224623
POSTO MEDICO 24 HORAS,2224836
HOSPITAL CENTENARIO,2232022
UN BAS SAUDE MUN RANCHITO SEBASTIAO QUEIROZ DE ALM,E2266652
C S M DE MURIQUI VER ORLANDO L RIBEIRO,2266660
C S MUN CONCEICAO DE JACAREI LIDIA DA COSTA FERNAN,D2266687
C S MUN DE ITACURUCA OSMAR MATHIOAS DOS SANTOS,2266717
HOSPITAL MUNICIPAL CONDE MODESTO LEAL,2266733
POSTO DE SAUDE SANTA RITA,2266792
PRONTO SOCORRO DE ARROZAL,2267160
HOSPITAL FLAVIO LEAL,2267187
HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS,2267209
HOSPITAL MUNICIPAL AUGUSTINHO GESUALD BLANC,2267454
HOSPITAL DE CANTAGALO,2267713
UNIDADE DE SAUDE DA FAMILIA TEREZA VIEIRA FRANCISC,O2267799
HOSPITAL GERAL DE ARRAIAL DO CABO,2267802
HOSPITAL SANTO ANTONIO,2267810
HOSPITAL MUNICIPAL DR JOAO PEREIRA MARTINS,2268051
HOSPITAL GERAL DR LUIZ PINTO,2268329
HOSPITAL BASILEU ESTRELA,2268515
CLINICA DE PARALISIA CEREBRAL DR PINTO DUARTE,2268787
CLINICA SAO JOAO BATISTA,2268841
CASA DE SAUDE SAO JUDAS TADEU,2268868
CTRI,2268876
HOSPITAL MUNICIPAL DESEMBARGADOR LEAL JUNIOR,2268922
CASA DE SAUDE GABINAL,2269317
CASA DE SAUDE JACAREPAGUA,2269325
SMS RIO HOSPITAL MUNICIPAL JESUS,2269341
MS HOSPITAL GERAL DO ANDARAI,2269384
POLICLINICA PIQUET CARNEIRO,2269392
CLINICA DA GAVEA,2269406
INSTITUTO DE PSIQUIATRIA DA UFRJ IPUB,2269430
AMERICLIN,2269465
SMS RIO HOSPITAL MUNICIPAL DA PIEDADE,2269481
SMS RIO PS DR MARIO RODRIGUES CID,2269562
CLINICA DAS AMENDOEIRAS,2269643
FALMED,2269678
SMS RIO HOSPITAL MUNICIPAL NOSSA SENHORA DO LORETO,2269724
SMS RIO POLICLINICA CARMELA DUTRA,2269732
MS HOSPITAL DE IPANEMA,2269775
UERJ HUPE HOSPITAL UNIVERSITARIO PEDRO ERNESTO,2269783
RENALCOR,2269791
SMS RIO CMS MILTON FONTES MAGARAO,2269805
SMS RIO HOSPITAL MUN DE GERIAT E GERONTOLOGIA MIGU,E2269813
SMS RIO PS SIR ALEXANDER FLEMING,2269848
FAF HOSPITAL DE CANCER II,2269821
CLINEF CLINICA DE NEFROLOGIA SANTA TERESA,2269864
UNI RIM NEFROLOGIA,2269872
MS HOSPITAL GERAL DE BONSUCESSO,2269880
HOSPITAL MARIO KROEFF,2269899
SMS RIO PS DR JOSE BREVES DOS SANTOS CIDADE ALTA,2269902
CLINICA JARDIM AMERICA LTDA,2269910
SMS RIO PAM ALBERTO BORGERTH,2269937
SMS RIO HOSPITAL MATERNIDADE ALEXANDER FLEMING,2269945
HOSPITAL DO ARSENAL DE MARINHA RJ,2269961
MS HOSPITAL DOS SERVIDORES DO ESTADO,2269988
SMS RIO IMAS JULIANO MOREIRA,2269996
MATERNIDADE ESCOLA DA UFRJ,2270021
SMS RIO HOSPITAL MUNICIPAL PAULINO WERNECK,2270056
SMS RIO POLICLINICA NEWTON ALVES CARDOZO,2270064
SEMEL,2270080
SEAP RJ HOSPITAL DR HAMILTON AGOSTINHO VIEIRA CAST,R2270161
SEAP RJ CENTRO TRAT EM DEPENDENCIA QUIMICA ROBERTO,2270188
SESDEC RJ HOSPITAL ESTADUAL GETULIO VARGAS,2270234
SMS RIO HOSPITAL MUNICIPAL BARATA RIBEIRO,2270242
SMS RIO CMS ERNESTO ZEFERINO TIBAU JUNIOR,2270250
SMS RIO HOSPITAL MUNICIPAL MIGUEL COUTO,2270269
SMS RIO MATERNIDADE HERCULANO PINHEIRO,2270390
SMS RIO CMS WALDYR FRANCO,2270420
SMS RIO PAM DEL CASTILLO PAM RODOLPHO ROCCO,2270471
ABBR,2270528
HOSPITAL SAO VICENTE DE PAULO,2270544
SMS RIO PS PROF MASAO GOTO,2270560
CASA DE SAUDE SAO MIGUEL,2270587
CASA DE SAUDE SOUZA CRUZ,2270595
SMS RIO HOSPITAL MUNICIPAL LOURENCO JORGE,2270609
SESDEC RJ HOSPITAL EST DE DERMAT SANITARIA CURUPAI,T2270617
CLINICA DE REPOUSO VALENCIA,2270625
SANTA CASA DA MISERICORDIA DO RIO DE JANEIRO HOSPI,T2270676
PRO MATRE,2270684
CBMERJ HOSPITAL DO CORPO DE BOMBEIROS,2270692
INSTITUTO DOUTOR FRANCISCO SPINOLA,2270706
SMS RIO HOSPITAL MATERNIDADE FERNANDO MAGALHAES,2270714
SEAP RJ HOSPITAL DE CUST E TRAT PSIQUIATRICO HEITO,R2270722
SEAP RJ HOSPITAL PENAL FABIO SOARES MACIEL,2270730
INSTITUTO ESTADUAL DE DIABETES E ENDOCRINOLOGIA IE,D2270803
HOSPITAL E MATERNIDADE SAO CAMILO,2270927
CENTRO MUNICIPAL DE SAUDE FERNANDA MONTEIRO MARQUE,S2271052
POSTO DE SAUDE GERMANIA VIRGINIA DA CONCEICAO,2271087
HOSPITAL MUNICIPAL DE PINHEIRAL AURELINO GONCALVES,2271141
ONCOLOGISTAS ASSOCIADOS - BOTAFOGO,2271214
ONCOLOGISTAS ASSOCIADOS - BARRA,2271230
VOT VENERAVEL ORDEM TERCEIRA DE SAO FRANCISCO DA P,E2271273
HOSPITAL MEMORIAL,2271281
CASA DE SAUDE SAO JOSE,2271443
HOSPITAL BALBINO,2271451
POSTO DE ASS MEDICA ANTONIO ELESBAO DOS SANTOS,2271524
HOSPITAL MATERNIDADE DE NOVA FRIBURGO,2271826
POLICLINICA CENTRO DR SYLVIO HENRIQUE BRAUNE,2271877
HOSPITAL 4 CENTENARIO,2271907
PSF DE PRAIA SECA,2272008
POSTO DE ASSISTENCIA MEDICA,2272040
PRONTO SOCORRO DR RUBENS VASCONCELLOS LESSA,2272091
CASA DE SAUDE IMACULADA CONCEICAO LTDA,2272113
OUTROS PRONTO SOCORROS ESPECIALIZADOS,2272202
POSTO DE URGENCIA DE PORCIUNCULA,2272210
HOSPITAL DE PORCIUNCULA,2272369
CLIVAPA,2272490
HOSPITAL NOSSA SENHORA DO CARMO,2272601
HOSPITAL SAO LUCAS,2272695
HOSPITAL MUNICIPAL RAUL SERTA,2272784
DERT,2272911
CDR NITEROI,2273055
CASA DE CARIDADE ARARUAMA,2273071
HOSPITAL SAO SILVESTRE,2273098
HOSPITAL SAO LUCAS,2273101
SMS RIO POLICLINICA AUGUSTO DO AMARAL PEIXOTO,2273179
SMS RIO HOSPITAL MUNICIPAL ALVARO RAMOS,2273187
SESDEC RJ HOSPITAL ESTADUAL SANTA MARIA,2273209
MS INTO INSTITUTO NACIONAL DE TRAUMATOLOGIA E ORTO,P2273276
CLINICA SICARD,2273292
CIN CENTRO INTEGRADO DE NEFROLOGIA,2273306
CDR CASCADURA,2273330
SMS RIO HOSPITAL RAPHAEL DE PAULA SOUZA,2273349
HOSPITAL ADVENTISTA SILVESTRE,2273357
SESDEC RJ INSTITUTO EST DE INFECT SAO SEBASTIAO,2273365
SMS RIO HOSPITAL MATERNIDADE OSWALDO NAZARETH,2273373
SESDEC RJ HOSPITAL ESTADUAL CARLOS CHAGAS,2273411
SSP HOSPITAL CENTRAL DA POLICIA MILITAR HCPM,2273438
FAF HOSPITAL DE CANCER I,2273454
FAF HOSPITAL DE CANCER III,2273462
SMS RIO HOSPITAL MUNICIPAL ROCHA MAIA,2273489
FUNDACAO BELA LOPES DE OLIVEIRA,2273497
HOSPITAL EVANGELICO DO RIO DE JANEIRO,2273519
HOSPITAL SAO ZACHARIAS,2273535
SMS RIO PS CESARIO DE MELO,2273578
CASA DE SAUDE REPUBLICA CROACIA,2273594
HOSPITAL NOSSA SENHORA DA PENHA,2273624
MS HOSPITAL DA LAGOA,2273659
HOSPITAL UNIVERSITARIO SUL FLUMINENSE,2273748
HOSPITAL EUFRASIA TEIXEIRA LEITE,2273756
CASA DE SAUDE SAO JOSE DE VASSOURAS,2273780
POLICLINICA MUNICIPAL AGUINALDO MORAES,2274108
POSTO DE SAUDE DE SAMPAIO CORREA,2274124
POSTO DE SAUDE DE JACONE,2274175
POSTO DE ASSISTENCIA MEDICA MUNICIPAL DE SAQUAREMA,2274280
HOSPITAL MUNICIPAL NOSSA SENHORA DE NAZARETH,2274299
CAMIS,2274302
PRONTO SOCORRO MUNICIPAL DE SAPUCAIA,2274310
CASA DE SAUDE E MATERNIDADE SAO JOSE LTDA,2274485
ASSOCIACAO DE CARIDADE HOSPITAL SAO JOAO DE MERITI,2274493
CLINICA GERIATRICA DO VILAR,2274507
HOSPITAL JOAO XXIII,2274515
CASA DE SAUDE VILAR DOS TELES,2274523
PROSIM,2274531
POSTO MEDICO SANITARIO JARDIM SUMARE,2274663
CDR,2274736
CENTRO DE SAUDE ANIBAL VIRIATO DE AZEVEDO,2274876
HOSPITAL INFANTIL MUNICIPAL ABILIO DE CARVALHO,2274906
CASA DE SAUDE SANTA MONICA,2275228
CASA DE SAUDE PIO XII,2275244
CLINEFRON,2275260
PRONTO SOCORRO MUNICIPAL RIO DAS OSTRAS,2275287
POSTO DE SAUDE CANTAGALO RIO DAS OSTRAS,2275368
CLINICA SOLAR PEDRAS BRANCAS,2275414
PRONTO SOCORRO LEONIDAS SAMPAIO,2275554
HOSPITAL ALCIDES CARNEIRO,2275562
HOSPITAL MUNICIPAL DR NELSON DE SA EARP,2275589
SANATORIO DE CORREAS,2275619
SANATORIO OSWALDO CRUZ LTDA,2275627
HOSPITAL SANTA TERESA,2275635
POSTO DE SAUDE COMUNIDADE 1 DE MAIO,2275740
POSTO DE SAUDE DA POSSE,2275767
CENTRO MEDICO DR JORGE CHIMELI,2276011
HOSPITAL NOSSA SENHORA DA PIEDADE,2276186
HOSPITAL NATIVIDADE,2276267
HOSPITAL SANTA MARIA,2276461
PRONTO SOCORRO MUNICIPAL,2276542
P S F GLICERIO UNIDADE B SAUDE,2276607
CLINICA PAULO DE FRONTIN,2277093
POSTO DE SAUDE DE MORRO AZUL,2277158
HOSPITAL NELSON SALLES,2277174
SMS RIO UIS MANOEL ARTHUR VILLABOIM,2277301
RENALDUC,2277468
PRONTOCARDIO SOC MEDICA STA CECILIA LTDA,2277476
SEGUMED,2277484
HOSPITAL SASE DUQUE DE CAXIAS,2277549
HOSPITAL MUNICIPAL DUQUE DE CAXIAS,2277565
HOSPITAL MUNICIPAL DE XEREM,2277573
POSTO MEDICO SANITARIO DE XEREM,2277581
POSTO MEDICO SANITARIO DE IMBARIE,2277611
POSTO MUNICIPAL DE SAUDE IMBARIE,2277638
POSTO MEDICO SANITARIO DE CAMPOS ELISEOS,2277662
CRAIS SARACURUNA,2277700
POSTO MEDICO SANITARIO PARQUE EQUITATIVA,2277719
POSTO MEDICO SANITARIO DO PILAR,2277743
HOSPITAL INFANTIL ISMELIA SILVEIRA,2277751
SANATORIO DUQUE DE CAXIAS,2277778
INSTITUTO DE NEFROLOGIA DA REGIAO DOS LAGOS LTDA,2278014
UNIDADE MISTA DO JARDIM ESPERANCA,2278138
CLINICA SAO MIGUEL,2278162
CLINICA SANTA HELENA,2278170
POSTO DE URGENCIA MUNICIPAL,2278189
HOSPITAL MUNICIPAL DE TAMOIOS,2278278
HOSPITAL SANTA IZABEL,2278286
HOSPITAL MUNICIPAL DE PIABETA,2278324
HOSPITAL MUNICIPAL DE MAGE,2278332
UNIDADE MISTA DE SURUI,2278391
PRONTO SOCORRO BENITO COZZOLINO BUTANTA,2278456
UNIDADE DE SAUDE DA FAMILIA GUARANI,2278510
CENEFRO,2278618
CASA DE SAUDE NOSSA SENHORA DA PIEDADE,2278626
UNIDADE MISTA DE FRAGOSO,2278677
UNIDADE MISTA MAUA POSTO MARIO PINHEIRO,2278731
SAME,2278758
POLICLINICA SANTO ALEIXO LTDA,2278804
HOSPITAL SAO JOSE DO AVAI,2278855
ASILO SANTO ANTONIO DOS POBRES,2278863
CASA DE SAUDE E MATERNIDADE SANTA THEREZINHA LTDA,2278871
HOSPITAL DA CRIANCA,2278898
CLINICA SAO CAMILO DE LELIS LTDA,2278901
HOSPITAL MUNICIPAL DR ADALBERTO DA GRACA,2279355
HOSPITAL EVANGELICO DE PARACAMBI,2279509
CASA DE SAUDE PARACAMBI,2279525
HOSPITAL PARACAMBI LTDA,2279592
SANTA CASA DE MISERICORDIA DE BARRA MANSA,2280051
RENAL CAMP,2280116
FUNDACOR,2280132
CDR BOTAFOGO,2280140
UFRJ HOSPITAL UNIVERSITARIO CLEMENTINO FRAGA FILHO,2280167
INSTITUTO DE PUERICULTURA E PEDIATRIA MARTAGAO GES,T2280175
SMS RIO HOSPITAL MUNICIPAL SOUZA AGUIAR,2280183
CASA DE SAUDE GRAJAU FILIAL,2280213
SMS RIO HOSPITAL MATERNIDADE CARMELA DUTRA,2280248
CINECOR 4 CENTENARIO,2280256
SMS RIO PAM ANTONIO RIBEIRO NETTO,2280299
BENEFICENCIA PORTUGUESA DO RIO DE JANEIRO,2280302
HOSPITAL MUNICIPAL DE CASIMIRO DE ABREU,2280396
HOSPITAL E MATERNIDADE DA ALDEIA,2280477
PRONTO SOCORRO MUNICIPAL DR JOSE SEVE NETO,2280582
POLICLINICA MUNICIPAL,2280604
SMS RIO INSTITUTO MUNICIPAL NISE DA SILVEIRA,2280728
SMS RIO PS DR RENATO ROCCO,2280736
HOSPITAL E MATERNIDADE CODRATO DE VILHENA,2280868
PRONTO SOCORRO MUNICIPAL ARY PARREIRAS,2280876
CLINICA SOJ,2281260
HOSPITAL DE CLINICAS DA COSTA VERDE,2281287
HOSPITAL DE PRAIA BRAVA,2281384
UNIDADE MISTA DE ENGENHEIRO PEDREIRA,2281481
POLICLINICA ITALIA FRANCO,2281554
CASA DE SAUDE NOSSA SENHORA DA CONCEICAO LTDA,2281570
CASA DE SAUDE E MATERNIDADE DR ONTIVEIROS LTDA,2281589
CASA DE SAUDE SANTA MONICA LTDA,2281597
CDR,2281864
HOSPITAL DE IGUACU,2281880
SENEFRO,2281899
CDB,2281902
PRONTONIL,2282097
CASA DE SAUDE NITEROI,2282186
CASA DE SAUDE AURORA AVELINO,2282402
CLINICA DE REPOUSO ITABAPOANA LTDA,2282755
HOSPITAL DR CELSO ERTHAL,2282801
HOSPITAL SANTO ANTONIO DA ESTIVA,2283239
HOSPITAL ARMANDO VIDAL,2283328
CASA DE SAUDE SAO LUCAS,2283344
HOSPITAL SAO JOSE OPERARIO,2283395
CLINICA DE REPOUSO EGO,2283697
CLINICA DE FISIOTERAPIA TANGUA,2283719
CENTRO DE SAUDE DEMERVAL GARCIA DE FREITAS C S TAN,G2283735
HOSPITAL MOACYR GOMES DE AZEVEDO,2283794
HOSPITAL ANTONIO CASTRO,2283808
HOSPITAL DAS CLINICAS DE JUCELINO,2283832
UNIDADE MISTA JOSE ANTONIO DA SILVA REGO,2284103
CENTRO DE SAUDE DR VASCO BARCELOS,2284170
UNIDADE MISTA JARDIM GUANDU,2284200
UNIDADE MISTA DE AUSTIN,2284510
HOSPITAL MUNICIPAL SAO FRANCISCO XAVIER,2284634
CASA DE SAUDE E M NOSSA SENHORA DA GUIA,2284936
CASA DE SAUDE DR EIRAS DE PARACAMBI,2285126
HOSPITAL DE SAO VICENTE,2285150
LABORATORIO PUBLICO MUNICIPAL,2285177
CDR RIO BONITO,2285533
CASA DE SAUDE E MATERNIDADE SAO SEBASTIAO,2285916
HOSPITAL DE MIRACEMA,2285932
HOSPITAL DE AREAL,2285975
UNIDADE MISTA DR MARIO BENTO,2286041
AMBULATORIO DA UNIVERSIDADE IGUACU UNIG,2286130
SANTA CASA DE MISERICORDIA DE SAO JOAO DA BARRA,2286289
PRONTO SOCORRO DE IGUABA GRANDE,2286343
UNIDADE MUNICIPAL DE SAUDE DE FAROL DE SAO THOME,2286777
UNIDADE MUNICIPAL DE SAUDE BAIXA GRANDE,2286823
UMS SANTO EDUARDO JOAO DA CRUZ LUBANCO,2286920
HOSPITAL DE TRAVESSAO,2287005
ASSOCIACAO DE PROTECAO A INFANCIA DE CAMPOS,2287072
POSTO DE URGENCIA CENTRAL,2287080
POSTO DE URGENCIA DE GUARUS,2287099
HOSPITAL DE URURAI,2287161
PROGRAMA SAUDE DA FAMILIA CONTORNO POLO XIV AREA 0,42287188
SOCIEDADE PORTUGUESA DE BENEFICENCIA DE CAMPOS,2287250
PRO RIM CLINICA DE DOENCAS RENAIS,2287269
INSTITUTO DE MED NUCLEAR E ENDOCRINOLOGIA,2287285
CENTRO ASSISTENCIAL SAO JOSE,2287374
SANTA CASA DE MISERICORDIA DE CAMPOS,2287382
HOSPITAL ESCOLA ALVARO ALVIM,2287447
HOSPITAL FERREIRA MACHADO SMS,2287579
CASA DE CARIDADE SANTA RITA,2287919
HOSPITAL E MATERNIDADE MARIA DE NAZARE,2287927
HOSPITAL MUNICIPAL VICTOR DE SOUZA BREVES,2288109
POLICLINICA MUNICIPAL DE ITATIAIA,2288176
HOSP MUNICIPAL MATERNIDADE DR MANOEL MARTINS DE BA,R2288230
INSTITUTO DE PESQUISA CLINICA EVANDRO CHAGAS,2288338
SMS RIO INSTITUTO MUNICIPAL PHILIPPE PINEL,2288362
CENTRO DE SAUDE GRANDE ALEGRIA,2288389
USF PARAISO,2288435
USF ENGENHEIRO PASSOS I,2288516
SANTA CASA DE MISERICORDIA DE RESENDE,2288885
HOSPITAL DE EMERGENCIA HENRIQUE SERGIO GREGORI,2288893
APMIR,2288907
HOSPITAL POLICLINICA,2288915
CNL NITEROI,2288974
HOSPITAL E MATERNIDADE MENINO JESUS DE PRAGA,2289296
HOSPITAL DO JOCA,2289571
REVIVA 1005 CENTRO MEDICO LTDA,2289679
UBS DA RIBEIRA,2289784
UMS JOSE SALGUEIRO,2289954
HOSPITAL ESTADUAL TEIXEIRA BRANDAO,2290065
HOSPITAL MUNICIPAL ANA MOREIRA,2290073
HOSPITAL ESTADUAL ADAO PEREIRA NUNES,2290227
HOSPITAL DE ITAOCARA,2290456
POSTO DE ATENDIMENTO MEDICO ODONTOLOGICO,2290464
HOSPITAL MUNICIPAL DE LAJE DO MURIAE,2290499
CRECHE CASA ASSISTENCIAL M NAZARE,2290545
CS DE MACUCO,2290588
POSTO SILVINO DE OLIVEIRA,2290634
POSTO MEDICO SANITARIO NOVA OLINDA,2290650
POSTO MEDICO SANITARIO NOVA CIDADE DR ANTONIO A MA,C2290820
HOSPITAL COLONIA DE RIO BONITO,2291061
UNIDADE MEDICO HOSPITALAR PADRE ALFREDO OELKERS,2291096
SMS RIO HOSPITAL MUNICIPAL FRANCISCO DA SILVA TELL,E2291266
HOSPITAL NOSSA SENHORA DAS DORES,2291282
SESDEC RJ CENTRO PSIQUIATRICO RIO DE JANEIRO,2291304
HOSPITAL MUNICIPAL MANOEL CAROLA,2291320
SPA EURICLIDES DE JESUS ZERBINI,2291916
PRONTO SOCORRO MARIO NIAJAR ALCANTARA,2292084
CNL MANGUEIRA,2292114
CNL ALCANTARA,2292122
CLISSIL CLINICA SAO SILVESTRE LTDA,2292157
CASA DE SAUDE NOSSA SENHORA DAS NEVES,2292165
CASA DE SAUDE VILA PARAISO LTDA,2292211
POSTO DE SAUDE ANTONIO MORAES FILHO,2292238
SERVICO DE PRONTO ATENDIMENTO MEDICO,2292246
FUNDACAO HOSPITAL MATERNIDADE SANTA THERESINHA,2292270
POSTO MUNICIPAL DE SAUDE DE VALAO DO BARRO,2292289
HOSPITAL SAO JOSE,2292386
BENEFICENCIA PORTUGUESA DE TERESOPOLIS,2292513
HOSPITAL MUNICIPAL HELVIO TINOCO,2292602
MATERNIDADE WALTER GOMES FRANCKLIN,2292637
CLINICA DE REPOUSO TRES RIOS,2292661
CONSULTORIO ODONTOLOGICO ESCOLA NOSSA SENHORA APAR,E2292904
HOSPITAL ESCOLA LUIZ GIOSEFFI JANNUZZI,2292912
CINED,2293056
HOSPITAL NOVACOR,2293374
CASA PROVIDENCIA HOSPITAL ALZIRA VARGAS DO AMARAL,P2293633
UNIDADE MISTA DE SAUDE DOMIRES MACHADO,2293706
POLICLINICA WALTER GOMES FRANCKLIN,2293749
CDR TRES RIOS,2293811
INSTITUTO NEFROLOGICO DE BELFORD ROXO,2293854
HOSPITAL MUNICIPAL JUSCELINO KUBITSCHEK,2293862
SUB POSTO PAIOL,2293870
HOSPITAL DE CLINICAS NOSSA SENHORA DA CONCEICAO,2294923
HOSPITAL MUNICIPAL CARLITO GONCALVES,2294990
CASA DE SAUDE JOAO XXIII LTDA,2295016
SMS RIO PAM MARIA CRISTINA ROMA PAUGARTTEN,2295032
CDR ANIL,2295040
CLINICA DE REPOUSO SANTA ALICE,2295059
HEMORIO,2295067
HOSPITAL GUSTAVO MONTEIRO JUNIOR,2295075
HOSPITAL SANTA ISABEL,2295105
HOSPITAL JOSE FONSECA,2295113
SMS RIO PS JOAO BATISTA CHAGAS,2295237
GAMEN GRUPO DE ASSISTENCIA MEDICA NEFROLOGICA,2295288
PRONEPHRON CENTRO NEFROLOGICO DO RJ SC,2295296
SMS RIO CMR OSCAR CLARK,2295326
ACAO CRISTA VICENTE MORETTI,2295369
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA DAS GRAC,A2295377
HOSPITAL NOSSA SENHORA DA SAUDE HOSPITAL DA GAMBOA,2295393
SESDEC RJ HOSPITAL ESTADUAL ROCHA FARIA,2295407
UNIRIO HUGG HOSPITAL UNIVERSITARIO GAFFREE E GUINL,E2295415
MS HOSPITAL CARDOSO FONTES,2295423
CENTRO DE SAUDE DE ARROZAL C ATENDIMENTO 24 HORAS,2295598
UNIDADE MISTA DE SAUDE DE BARCELOS,2296039
UNIDADE MISTA DE MATO ESCURO,2296055
UNIDADE MISTA JOSE FELIX DE SA,2296063
POLICLINICA MUNICIPAL DE SAO JOAO DA BARRA,2296101
HOSPITAL MUNICIPAL DE GUAPIMIRIM,2296152
UNIDADE MISTA HOSPITALAR SAO FRANCISCO DE ASSIS,2296187
HOSPITAL REGIONAL DARCY VARGAS,2296241
HOSPITAL NOSSA SENHORA DA PIEDADE,2296276
SMS RIO HOSPITAL MUNICIPAL SALGADO FILHO,2296306
PRODOCTOR SISTEMA INTEGRADO DE SAUDE,2296314
SMS RIO POLICLINICA JOSE PARANHOS FONTENELLE,2296527
SMS RIO PS DR NAGIB JORGE FARAH,2296535
SMS RIO CMS JORGE SALDANHA BANDEIRA DE MELLO,2296543
CENTRO MEDICO SAO JOAO DE DEUS,2296578
SMS RIO PS DR NASCIMENTO GURGEL,2296586
HCJ HOSPITAL DE CLINICAS DE JACAREPAGUA,2296608
UFRJ INST DE PUER PED MARTAGAO GESTEIRA,2296616
SMS RIO MATERNIDADE LEILA DINIZ,2296624
HOSPITAL SAO LUCAS,2296632
CENTRO DE SAUDE NEUZA GOULART BRIZOLA,2296691
UNIDADE MISTA LOTE XV,2296705
HOSPITAL INFANTIL DE BELFORD ROXO,2296748
CASA DE SAUDE E MATERNIDADE NOSSA SENHORA DA GLORI,A2296764
CAPS DE COM LEVY GASPARIAN,2296861
CASA DE SAUDE SANTA MARIA SA,2296977
AMBULATORIO MUNICIPAL DE SAUDE,2297086
POSTO DE PRONTO ATENDIMENTO 24H,2297108
HOSPITAL INFANTIL 21 DE JULHO LTDA,2297132
CEMOQ,2297140
CASA DE SAUDE BOM PASTOR LTDA,2297183
POLICLINICA NEVES,2297299
CLINICA FORUM SAO GONCALO,2297337
CASA DE SAUDE SAO JOSE,2297434
CASA DE SAUDE SANTA LUCIA LTDA,2297442
